Nodal displacements, Load comb.: combo1
ID	Node	ex	ey	ez	φ x	φ y	φ z
[-]	[-]	[mm]	[mm]	[mm]	[rad]	[rad]	[rad]
B.27.1	855	-0.290	0.034	-16.298	-0.024	-0.002	-0.000
B.27.1	835	-0.269	0.027	-16.864	-0.024	-0.002	0.000
B.27.1	817	-0.229	-0.012	-17.531	-0.024	-0.001	0.000
B.27.1	958	-0.362	0.025	-12.268	-0.024	-0.003	0.000
B.27.1	938	-0.338	-0.021	-13.796	-0.024	-0.003	0.000
B.27.1	902	-0.311	-0.019	-15.417	-0.024	-0.002	-0.000
B.27.1	910	-0.316	-0.031	-15.115	-0.024	-0.002	-0.000
B.27.1	962	-0.365	0.030	-12.032	-0.024	-0.003	0.000
B.27.1	956	-0.358	0.019	-12.500	-0.024	-0.003	0.000
B.27.1	932	-0.333	-0.029	-14.116	-0.024	-0.003	0.000
B.27.1	944	-0.345	-0.008	-13.381	-0.024	-0.003	0.000
B.27.1	964	-0.368	0.033	-11.792	-0.024	-0.003	0.000
B.27.1	970	-0.375	0.036	-11.298	-0.024	-0.003	-0.000
B.27.1	974	-0.378	0.035	-11.045	-0.024	-0.003	-0.000
B.27.1	976	-0.382	0.031	-10.788	-0.024	-0.004	-0.000
B.27.1	918	-0.322	-0.035	-14.796	-0.024	-0.003	-0.000
B.27.1	968	-0.372	0.036	-11.547	-0.024	-0.003	0.000
B.27.1	900	-0.309	-0.014	-15.514	-0.024	-0.002	-0.000
B.27.1	928	-0.329	-0.033	-14.349	-0.024	-0.003	0.000
B.27.1	930	-0.331	-0.031	-14.233	-0.024	-0.003	0.000
B.27.1	924	-0.328	-0.034	-14.463	-0.024	-0.003	0.000
B.27.1	922	-0.326	-0.035	-14.575	-0.024	-0.003	0.000
B.27.1	935	-0.335	-0.026	-13.998	-0.024	-0.003	0.000
B.27.1	904	-0.313	-0.024	-15.318	-0.024	-0.002	-0.000
B.27.1	896	-0.307	-0.007	-15.609	-0.024	-0.002	-0.000
B.27.1	912	-0.318	-0.033	-15.010	-0.024	-0.002	-0.000
B.27.1	946	-0.348	-0.001	-13.167	-0.024	-0.003	0.000
B.27.1	952	-0.355	0.013	-12.726	-0.024	-0.003	0.000
B.27.1	920	-0.324	-0.036	-14.687	-0.024	-0.003	-0.000
B.27.1	906	-0.314	-0.028	-15.217	-0.024	-0.002	-0.000
B.27.1	914	-0.320	-0.035	-14.904	-0.024	-0.003	-0.000
B.27.1	940	-0.342	-0.015	-13.591	-0.024	-0.003	0.000
B.27.1	877	-0.304	0.006	-15.766	-0.024	-0.002	-0.000
B.27.1	950	-0.352	0.006	-12.949	-0.024	-0.003	0.000
B.27.1	982	-0.388	0.017	-10.260	-0.024	-0.004	-0.000
B.27.1	1014	-0.376	0.001	-9.904	-0.024	-0.004	-0.000
B.27.1	1012	-0.377	0.002	-9.928	-0.024	-0.004	-0.000
B.27.1	1037	-0.359	-0.021	-9.369	-0.024	-0.004	-0.000
B.27.1	1047	-0.335	-0.036	-8.582	-0.024	-0.004	-0.000
B.27.1	1049	-0.327	-0.038	-8.316	-0.024	-0.004	-0.000
B.27.1	1055	-0.310	-0.036	-7.777	-0.024	-0.004	0.000
B.27.1	1061	-0.294	-0.029	-7.235	-0.024	-0.004	0.000
B.27.1	1043	-0.343	-0.033	-8.847	-0.024	-0.004	-0.000
B.27.1	1057	-0.302	-0.033	-7.506	-0.024	-0.004	0.000
B.27.1	994	-0.384	0.012	-10.142	-0.024	-0.004	-0.000
B.27.1	996	-0.384	0.011	-10.119	-0.024	-0.004	-0.000
B.27.1	1063	-0.286	-0.024	-6.963	-0.024	-0.004	0.000
B.27.1	980	-0.385	0.026	-10.526	-0.024	-0.004	-0.000
B.27.1	988	-0.387	0.015	-10.213	-0.024	-0.004	-0.000
B.27.1	1067	-0.278	-0.019	-6.691	-0.024	-0.004	0.000
B.27.1	1051	-0.319	-0.037	-8.047	-0.024	-0.004	0.000
B.27.1	1069	-0.270	-0.013	-6.420	-0.024	-0.004	0.000
B.27.1	1000	-0.382	0.009	-10.071	-0.024	-0.004	-0.000
B.27.1	1041	-0.351	-0.028	-9.110	-0.024	-0.004	-0.000
B.27.1	1073	-0.262	-0.007	-6.150	-0.024	-0.004	0.000
B.27.1	1010	-0.378	0.003	-9.952	-0.024	-0.004	-0.000
B.27.1	990	-0.386	0.014	-10.190	-0.024	-0.004	-0.000
B.27.1	992	-0.385	0.013	-10.166	-0.024	-0.004	-0.000
B.27.1	986	-0.388	0.016	-10.237	-0.024	-0.004	-0.000
B.27.1	998	-0.383	0.010	-10.095	-0.024	-0.004	-0.000
B.27.1	1002	-0.381	0.008	-10.047	-0.024	-0.004	-0.000
B.27.1	1004	-0.380	0.007	-10.023	-0.024	-0.004	-0.000
B.27.1	1006	-0.379	0.006	-9.999	-0.024	-0.004	-0.000
B.27.1	1008	-0.379	0.005	-9.976	-0.024	-0.004	-0.000
B.27.1	1035	-0.367	-0.012	-9.626	-0.024	-0.004	-0.000
B.27.1	1158	-0.087	-0.028	-1.181	-0.015	-0.002	-0.000
B.27.1	1168	-0.061	-0.022	-0.663	-0.010	-0.002	0.000
B.27.1	1154	-0.095	-0.027	-1.377	-0.016	-0.003	-0.000
B.27.1	1075	-0.254	-0.000	-5.881	-0.024	-0.004	0.000
B.27.1	1119	-0.152	0.020	-2.847	-0.023	-0.003	-0.000
B.27.1	1142	-0.130	-0.007	-2.254	-0.022	-0.003	-0.000
B.27.1	1160	-0.078	-0.027	-0.996	-0.013	-0.002	0.000
B.27.1	1095	-0.205	0.031	-4.378	-0.023	-0.004	0.000
B.27.1	1174	-0.043	-0.014	-0.387	-0.007	-0.001	0.000
B.27.1	1103	-0.185	0.035	-3.786	-0.023	-0.003	-0.000
B.27.1	1176	-0.035	-0.010	-0.273	-0.006	-0.001	0.000
B.27.1	1113	-0.165	0.030	-3.215	-0.023	-0.003	-0.000
B.27.1	1180	-0.026	-0.007	-0.176	-0.004	-0.001	0.000
B.27.1	1182	-0.017	-0.004	-0.097	-0.003	-0.001	0.000
B.27.1	1115	-0.159	0.025	-3.030	-0.023	-0.003	-0.000
B.27.1	1107	-0.179	0.034	-3.593	-0.023	-0.003	-0.000
B.27.1	1099	-0.199	0.033	-4.179	-0.023	-0.004	0.000
B.27.1	1087	-0.225	0.021	-4.988	-0.023	-0.004	0.000
B.27.1	1093	-0.212	0.028	-4.579	-0.023	-0.004	0.000
B.27.1	1089	-0.219	0.025	-4.783	-0.023	-0.004	0.000
B.27.1	1146	-0.121	-0.016	-2.023	-0.020	-0.003	-0.000
B.27.1	1148	-0.113	-0.022	-1.799	-0.019	-0.003	-0.000
B.27.1	1164	-0.069	-0.025	-0.823	-0.012	-0.002	0.000
B.27.1	1152	-0.104	-0.026	-1.584	-0.017	-0.003	-0.000
B.27.1	1170	-0.052	-0.018	-0.518	-0.009	-0.002	0.000
B.27.1	1101	-0.192	0.035	-3.981	-0.023	-0.004	0.000
B.27.1	1083	-0.232	0.016	-5.195	-0.024	-0.004	0.000
B.27.1	1109	-0.172	0.033	-3.403	-0.023	-0.003	-0.000
B.27.1	1078	-0.245	0.006	-5.613	-0.024	-0.004	0.000
B.27.1	1081	-0.239	0.011	-5.403	-0.024	-0.004	0.000
B.27.1	1121	-0.145	0.012	-2.668	-0.023	-0.003	-0.000
B.27.1	1186	-0.009	-0.001	-0.038	-0.001	-0.000	0.000
S.1	48	0.000	0.000	-0.000	-0.000	0.000	0.000
S.2	64	0.000	-0.000	-0.000	0.000	0.000	-0.000
S.3	1188	-0.000	-0.000	-0.000	-0.000	-0.000	0.000
S.4	1204	-0.000	0.000	-0.000	0.000	-0.000	-0.000
T.1.1	172	-1.898	-0.000	-5.501	-0.000	0.004	-0.000
T.1.1	222	0.388	0.026	-10.261	-0.024	0.004	-0.000
T.2.1	223	0.388	-0.026	-10.261	0.024	0.004	0.000
T.2.1	174	-1.898	0.000	-5.501	0.000	0.004	0.000
T.3.1	222	0.388	0.026	-10.261	-0.024	0.004	-0.000
T.3.1	315	-1.893	-0.000	-13.834	-0.000	0.003	-0.000
T.4.1	223	0.388	-0.026	-10.261	0.024	0.004	0.000
T.4.1	317	-1.893	0.000	-13.834	0.000	0.003	0.000
T.5.1	316	0.334	0.001	-13.994	-0.024	0.003	0.000
T.5.1	315	-1.893	-0.000	-13.834	-0.000	0.003	-0.000
T.6.1	172	-1.898	-0.000	-5.501	-0.000	0.004	-0.000
T.6.1	173	0.245	-0.033	-5.623	-0.024	0.004	0.000
T.7.1	318	0.334	-0.001	-13.994	0.024	0.003	-0.000
T.7.1	317	-1.893	0.000	-13.834	0.000	0.003	0.000
T.8.1	175	0.245	0.033	-5.623	0.024	0.004	-0.000
T.8.1	174	-1.898	0.000	-5.501	0.000	0.004	0.000
T.9.1	411	0.281	-0.028	-16.624	-0.024	0.002	-0.000
T.9.1	315	-1.893	-0.000	-13.834	-0.000	0.003	-0.000
T.10.1	413	0.281	0.028	-16.624	0.024	0.002	0.000
T.10.1	317	-1.893	0.000	-13.834	0.000	0.003	0.000
T.11.1	458	-1.172	-0.000	-17.962	-0.000	0.001	-0.000
T.11.1	411	0.281	-0.028	-16.624	-0.024	0.002	-0.000
T.12.1	413	0.281	0.028	-16.624	0.024	0.002	0.000
T.12.1	460	-1.172	0.000	-17.962	0.000	0.001	0.000
T.13.1	458	-1.172	-0.000	-17.962	-0.000	0.001	-0.000
T.13.1	459	0.177	0.033	-18.166	-0.024	0.001	0.000
T.14.1	461	0.177	-0.033	-18.166	0.024	0.001	-0.000
T.14.1	460	-1.172	0.000	-17.962	0.000	0.001	0.000
T.15.1	458	-1.172	-0.000	-17.962	-0.000	0.001	-0.000
T.15.1	553	0.072	-0.030	-18.691	-0.024	0.000	0.000
T.16.1	554	0.072	0.030	-18.691	0.024	0.000	-0.000
T.16.1	460	-1.172	0.000	-17.962	0.000	0.001	0.000
T.17.1	601	-0.000	-0.000	-18.154	-0.000	0.000	-0.000
T.17.1	553	0.072	-0.030	-18.691	-0.024	0.000	0.000
T.18.1	554	0.072	0.030	-18.691	0.024	0.000	-0.000
T.18.1	603	-0.000	0.000	-18.154	0.000	0.000	0.000
T.19.1	601	-0.000	-0.000	-18.154	-0.000	0.000	-0.000
T.19.1	602	-0.000	0.023	-18.608	-0.024	0.000	-0.000
T.20.1	604	-0.000	-0.023	-18.608	0.024	0.000	0.000
T.20.1	603	-0.000	0.000	-18.154	0.000	0.000	0.000
T.21.1	601	-0.000	-0.000	-18.154	-0.000	0.000	-0.000
T.21.1	698	-0.073	0.005	-18.685	-0.024	-0.000	0.000
T.22.1	699	-0.073	-0.005	-18.685	0.024	-0.000	-0.000
T.22.1	603	-0.000	0.000	-18.154	0.000	0.000	0.000
T.23.1	791	1.172	-0.000	-17.967	-0.000	-0.001	-0.000
T.23.1	698	-0.073	0.005	-18.685	-0.024	-0.000	0.000
T.24.1	699	-0.073	-0.005	-18.685	0.024	-0.000	-0.000
T.24.1	793	1.172	0.000	-17.967	0.000	-0.001	0.000
T.25.1	791	1.172	-0.000	-17.967	-0.000	-0.001	-0.000
T.25.1	792	-0.177	-0.031	-18.186	-0.024	-0.001	-0.000
T.26.1	794	-0.177	0.031	-18.186	0.024	-0.001	0.000
T.26.1	793	1.172	0.000	-17.967	0.000	-0.001	0.000
T.27.1	791	1.172	-0.000	-17.967	-0.000	-0.001	-0.000
T.27.1	840	-0.282	0.034	-16.611	-0.024	-0.002	0.000
T.28.1	842	-0.282	-0.034	-16.611	0.024	-0.002	-0.000
T.28.1	793	1.172	0.000	-17.967	0.000	-0.001	0.000
T.29.1	840	-0.282	0.034	-16.611	-0.024	-0.002	0.000
T.29.1	934	1.892	-0.000	-13.833	-0.000	-0.003	-0.000
T.30.1	842	-0.282	-0.034	-16.611	0.024	-0.002	-0.000
T.30.1	936	1.892	0.000	-13.833	0.000	-0.003	0.000
T.31.1	935	-0.335	-0.026	-13.998	-0.024	-0.003	0.000
T.31.1	934	1.892	-0.000	-13.833	-0.000	-0.003	-0.000
T.32.1	937	-0.335	0.026	-13.998	0.024	-0.003	-0.000
T.32.1	936	1.892	0.000	-13.833	0.000	-0.003	0.000
T.33.1	982	-0.388	0.017	-10.260	-0.024	-0.004	-0.000
T.33.1	934	1.892	-0.000	-13.833	-0.000	-0.003	-0.000
T.34.1	983	-0.388	-0.017	-10.260	0.024	-0.004	0.000
T.34.1	936	1.892	0.000	-13.833	0.000	-0.003	0.000
T.35.1	1077	1.896	-0.000	-5.495	-0.000	-0.004	-0.000
T.35.1	982	-0.388	0.017	-10.260	-0.024	-0.004	-0.000
T.36.1	983	-0.388	-0.017	-10.260	0.024	-0.004	0.000
T.36.1	1079	1.896	0.000	-5.495	0.000	-0.004	0.000
T.37.1	1077	1.896	-0.000	-5.495	-0.000	-0.004	-0.000
T.37.1	1078	-0.245	0.006	-5.613	-0.024	-0.004	0.000
T.38.1	1079	1.896	0.000	-5.495	0.000	-0.004	0.000
T.38.1	1080	-0.245	-0.006	-5.613	0.024	-0.004	-0.000

