Nodal displacements, Load comb.: combo1
ID	Node	ex	ey	ez	φ x	φ y	φ z
[-]	[-]	[mm]	[mm]	[mm]	[rad]	[rad]	[rad]
B.26.1	167	0.232	0.037	-5.217	0.024	0.004	-0.000
B.26.1	175	0.245	0.033	-5.623	0.024	0.004	-0.000
B.26.1	181	0.263	0.024	-6.206	0.024	0.004	-0.000
B.26.1	187	0.280	0.012	-6.795	0.024	0.004	-0.000
B.26.1	189	0.289	0.005	-7.091	0.024	0.004	-0.000
B.26.1	171	0.240	0.035	-5.487	0.024	0.004	-0.000
B.26.1	183	0.272	0.018	-6.500	0.024	0.004	-0.000
B.26.1	163	0.227	0.037	-5.083	0.024	0.004	0.000
B.26.1	161	0.223	0.037	-4.949	0.024	0.004	0.000
B.26.1	169	0.236	0.036	-5.352	0.024	0.004	-0.000
B.26.1	193	0.298	-0.002	-7.387	0.024	0.004	-0.000
B.26.1	211	0.352	-0.034	-9.139	0.024	0.004	-0.000
B.26.1	199	0.316	-0.016	-7.976	0.024	0.004	-0.000
B.26.1	233	0.385	-0.020	-10.495	0.024	0.004	0.000
B.26.1	195	0.307	-0.009	-7.682	0.024	0.004	-0.000
B.26.1	207	0.343	-0.031	-8.851	0.024	0.004	-0.000
B.26.1	217	0.370	-0.034	-9.707	0.024	0.004	0.000
B.26.1	219	0.379	-0.031	-9.986	0.024	0.004	0.000
B.26.1	213	0.361	-0.035	-9.424	0.024	0.004	0.000
B.26.1	201	0.325	-0.022	-8.270	0.024	0.004	-0.000
B.26.1	231	0.385	-0.022	-10.449	0.024	0.004	0.000
B.26.1	205	0.334	-0.027	-8.562	0.024	0.004	-0.000
B.26.1	223	0.388	-0.026	-10.261	0.024	0.004	0.000
B.26.1	225	0.387	-0.025	-10.308	0.024	0.004	0.000
B.26.1	227	0.386	-0.024	-10.355	0.024	0.004	0.000
B.26.1	235	0.384	-0.019	-10.542	0.024	0.004	0.000
B.26.1	229	0.386	-0.023	-10.402	0.024	0.004	0.000
B.26.1	245	0.381	-0.010	-10.772	0.024	0.004	0.000
B.26.1	253	0.380	-0.004	-10.909	0.024	0.004	0.000
B.26.1	280	0.370	0.026	-11.629	0.024	0.003	0.000
B.26.1	274	0.376	0.011	-11.213	0.024	0.003	0.000
B.26.1	255	0.379	-0.002	-10.954	0.024	0.004	0.000
B.26.1	251	0.380	-0.006	-10.863	0.024	0.004	0.000
B.26.1	278	0.373	0.019	-11.423	0.024	0.003	0.000
B.26.1	241	0.383	-0.014	-10.680	0.024	0.004	0.000
B.26.1	282	0.368	0.031	-11.831	0.024	0.003	0.000
B.26.1	286	0.365	0.034	-12.030	0.024	0.003	0.000
B.26.1	239	0.383	-0.016	-10.634	0.024	0.004	0.000
B.26.1	247	0.381	-0.008	-10.818	0.024	0.004	0.000
B.26.1	237	0.384	-0.017	-10.588	0.024	0.004	0.000
B.26.1	243	0.382	-0.012	-10.726	0.024	0.004	0.000
B.26.1	288	0.362	0.035	-12.225	0.024	0.003	0.000
B.26.1	314	0.337	0.005	-13.830	0.024	0.003	-0.000
B.26.1	326	0.326	-0.018	-14.486	0.024	0.003	-0.000
B.26.1	332	0.321	-0.027	-14.800	0.024	0.003	-0.000
B.26.1	328	0.323	-0.023	-14.644	0.024	0.003	-0.000
B.26.1	320	0.332	-0.007	-14.160	0.024	0.003	-0.000
B.26.1	298	0.354	0.033	-12.790	0.024	0.003	-0.000
B.26.1	306	0.345	0.021	-13.324	0.024	0.003	-0.000
B.26.1	308	0.343	0.016	-13.496	0.024	0.003	-0.000
B.26.1	312	0.340	0.010	-13.665	0.024	0.003	-0.000
B.26.1	302	0.348	0.026	-13.149	0.024	0.003	-0.000
B.26.1	294	0.356	0.035	-12.605	0.024	0.003	-0.000
B.26.1	292	0.359	0.036	-12.417	0.024	0.003	0.000
B.26.1	300	0.351	0.029	-12.971	0.024	0.003	-0.000
B.26.1	318	0.334	-0.001	-13.994	0.024	0.003	-0.000
B.26.1	322	0.329	-0.013	-14.325	0.024	0.003	-0.000
B.26.1	334	0.318	-0.031	-14.952	0.024	0.002	-0.000
B.26.1	340	0.312	-0.035	-15.246	0.024	0.002	-0.000
B.26.1	336	0.315	-0.034	-15.101	0.024	0.002	-0.000
B.26.1	1204	-0.000	0.000	-0.000	0.000	-0.000	-0.000
B.26.1	64	0.000	-0.000	-0.000	0.000	0.000	-0.000
B.26.1	133	0.175	-0.001	-3.525	0.023	0.003	0.000
B.26.1	377	0.291	-0.000	-16.282	0.024	0.002	0.000
B.26.1	272	0.379	0.000	-10.999	0.024	0.004	0.000
B.26.1	514	0.127	0.000	-18.624	0.024	0.000	0.000
B.26.1	653	-0.009	-0.000	-18.656	0.024	0.000	0.000
B.26.1	758	-0.154	0.000	-18.433	0.024	-0.001	0.000
B.26.1	895	-0.305	-0.000	-15.702	0.024	-0.002	0.000
B.26.1	1032	-0.375	0.000	-9.879	0.024	-0.004	0.000
B.26.1	1139	-0.139	-0.004	-2.491	0.023	-0.003	0.000
B.26.1	1114	-0.165	-0.030	-3.215	0.023	-0.003	0.000
B.26.1	1088	-0.225	-0.021	-4.988	0.023	-0.004	-0.000
B.26.1	1116	-0.159	-0.025	-3.030	0.023	-0.003	0.000
B.26.1	1038	-0.359	0.021	-9.369	0.024	-0.004	0.000
B.26.1	1070	-0.270	0.013	-6.420	0.024	-0.004	-0.000
B.26.1	1108	-0.179	-0.034	-3.593	0.023	-0.003	0.000
B.26.1	1120	-0.152	-0.020	-2.847	0.023	-0.003	0.000
B.26.1	1048	-0.335	0.036	-8.582	0.024	-0.004	0.000
B.26.1	1082	-0.239	-0.011	-5.403	0.024	-0.004	-0.000
B.26.1	1064	-0.286	0.024	-6.963	0.024	-0.004	-0.000
B.26.1	1080	-0.245	-0.006	-5.613	0.024	-0.004	-0.000
B.26.1	1074	-0.262	0.007	-6.150	0.024	-0.004	-0.000
B.26.1	1042	-0.351	0.028	-9.110	0.024	-0.004	0.000
B.26.1	1058	-0.302	0.033	-7.506	0.024	-0.004	-0.000
B.26.1	1062	-0.294	0.029	-7.235	0.024	-0.004	-0.000
B.26.1	1036	-0.367	0.012	-9.626	0.024	-0.004	0.000
B.26.1	1084	-0.232	-0.016	-5.195	0.024	-0.004	-0.000
B.26.1	1096	-0.205	-0.031	-4.378	0.023	-0.004	-0.000
B.26.1	1100	-0.199	-0.033	-4.179	0.023	-0.004	-0.000
B.26.1	1090	-0.219	-0.025	-4.783	0.023	-0.004	-0.000
B.26.1	1102	-0.192	-0.035	-3.981	0.023	-0.004	-0.000
B.26.1	1050	-0.327	0.038	-8.316	0.024	-0.004	0.000
B.26.1	1076	-0.254	0.000	-5.881	0.024	-0.004	-0.000
B.26.1	1015	-0.376	-0.001	-9.904	0.024	-0.004	0.000
B.26.1	1052	-0.319	0.037	-8.047	0.024	-0.004	-0.000
B.26.1	1056	-0.310	0.036	-7.777	0.024	-0.004	-0.000
B.26.1	1068	-0.278	0.019	-6.691	0.024	-0.004	-0.000
B.26.1	1094	-0.212	-0.028	-4.579	0.023	-0.004	-0.000
B.26.1	1104	-0.185	-0.035	-3.786	0.023	-0.003	0.000
B.26.1	1110	-0.172	-0.033	-3.403	0.023	-0.003	0.000
B.26.1	1044	-0.343	0.033	-8.847	0.024	-0.004	0.000
B.26.1	1175	-0.043	0.014	-0.387	0.007	-0.001	-0.000
B.26.1	1147	-0.121	0.016	-2.023	0.020	-0.003	0.000
B.26.1	1169	-0.061	0.022	-0.663	0.010	-0.002	-0.000
B.26.1	1177	-0.035	0.010	-0.273	0.006	-0.001	-0.000
B.26.1	1159	-0.087	0.028	-1.181	0.015	-0.002	0.000
B.26.1	1171	-0.052	0.018	-0.518	0.009	-0.002	-0.000
B.26.1	1165	-0.069	0.025	-0.823	0.012	-0.002	-0.000
B.26.1	1155	-0.095	0.027	-1.377	0.016	-0.003	0.000
B.26.1	1187	-0.009	0.001	-0.038	0.001	-0.000	-0.000
B.26.1	1181	-0.026	0.007	-0.176	0.004	-0.001	-0.000
B.26.1	1153	-0.104	0.026	-1.584	0.017	-0.003	0.000
B.26.1	1143	-0.130	0.007	-2.254	0.022	-0.003	0.000
B.26.1	1122	-0.145	-0.012	-2.668	0.023	-0.003	0.000
B.26.1	1149	-0.113	0.022	-1.799	0.019	-0.003	0.000
B.26.1	1183	-0.017	0.004	-0.097	0.003	-0.001	-0.000
B.26.1	1161	-0.078	0.027	-0.996	0.013	-0.002	-0.000
B.27.1	48	0.000	0.000	-0.000	-0.000	0.000	0.000
B.27.1	1188	-0.000	-0.000	-0.000	-0.000	-0.000	0.000
B.27.1	117	0.175	0.001	-3.525	-0.023	0.003	-0.000
B.27.1	256	0.379	-0.000	-10.999	-0.024	0.004	-0.000
B.27.1	498	0.127	-0.000	-18.624	-0.024	0.000	-0.000
B.27.1	361	0.291	0.000	-16.282	-0.024	0.002	-0.000
B.27.1	637	-0.009	0.000	-18.656	-0.024	0.000	-0.000
B.27.1	879	-0.305	0.000	-15.702	-0.024	-0.002	-0.000
B.27.1	742	-0.154	-0.000	-18.433	-0.024	-0.001	-0.000
B.27.1	1016	-0.375	-0.000	-9.879	-0.024	-0.004	-0.000
B.27.1	1123	-0.139	0.004	-2.491	-0.023	-0.003	-0.000
B.27.1	69	0.022	0.005	-0.130	-0.003	0.001	0.000
B.27.1	83	0.066	0.028	-0.731	-0.009	0.002	0.000
B.27.1	79	0.055	0.021	-0.543	-0.007	0.002	0.000
B.27.1	87	0.077	0.033	-0.941	-0.010	0.002	0.000
B.27.1	89	0.088	0.038	-1.171	-0.012	0.002	0.000
B.27.1	97	0.109	0.044	-1.684	-0.015	0.003	0.000
B.27.1	111	0.153	0.029	-2.874	-0.020	0.003	-0.000
B.27.1	65	0.011	0.002	-0.049	-0.001	0.000	0.000
B.27.1	93	0.098	0.042	-1.419	-0.013	0.003	0.000
B.27.1	107	0.142	0.037	-2.561	-0.019	0.003	-0.000
B.27.1	73	0.033	0.010	-0.240	-0.004	0.001	0.000
B.27.1	75	0.044	0.015	-0.378	-0.006	0.001	0.000
B.27.1	99	0.120	0.045	-1.964	-0.016	0.003	-0.000
B.27.1	103	0.131	0.042	-2.256	-0.018	0.003	-0.000
B.27.1	142	0.192	-0.021	-4.033	-0.023	0.004	-0.000
B.27.1	160	0.223	-0.037	-4.949	-0.024	0.004	-0.000
B.27.1	158	0.219	-0.036	-4.816	-0.023	0.004	-0.000
B.27.1	166	0.232	-0.037	-5.217	-0.024	0.004	0.000
B.27.1	168	0.236	-0.036	-5.352	-0.024	0.004	0.000
B.27.1	180	0.263	-0.024	-6.206	-0.024	0.004	0.000
B.27.1	182	0.272	-0.018	-6.500	-0.024	0.004	0.000
B.27.1	144	0.197	-0.025	-4.162	-0.023	0.004	-0.000
B.27.1	152	0.210	-0.034	-4.552	-0.023	0.004	-0.000
B.27.1	162	0.227	-0.037	-5.083	-0.024	0.004	-0.000
B.27.1	188	0.289	-0.005	-7.091	-0.024	0.004	0.000
B.27.1	192	0.298	0.002	-7.387	-0.024	0.004	0.000
B.27.1	198	0.316	0.016	-7.976	-0.024	0.004	0.000
B.27.1	113	0.164	0.017	-3.196	-0.022	0.003	-0.000
B.27.1	148	0.201	-0.029	-4.291	-0.023	0.004	-0.000
B.27.1	176	0.254	-0.029	-5.914	-0.024	0.004	0.000
B.27.1	186	0.280	-0.012	-6.795	-0.024	0.004	0.000
B.27.1	204	0.334	0.027	-8.562	-0.024	0.004	0.000
B.27.1	140	0.188	-0.017	-3.905	-0.023	0.004	-0.000
B.27.1	170	0.240	-0.035	-5.487	-0.024	0.004	0.000
B.27.1	200	0.325	0.022	-8.270	-0.024	0.004	0.000
B.27.1	206	0.343	0.031	-8.851	-0.024	0.004	0.000
B.27.1	212	0.361	0.035	-9.424	-0.024	0.004	-0.000
B.27.1	210	0.352	0.034	-9.139	-0.024	0.004	0.000
B.27.1	138	0.184	-0.011	-3.777	-0.023	0.004	-0.000
B.27.1	194	0.307	0.009	-7.682	-0.024	0.004	0.000
B.27.1	173	0.245	-0.033	-5.623	-0.024	0.004	0.000
B.27.1	216	0.370	0.034	-9.707	-0.024	0.004	-0.000
B.27.1	156	0.214	-0.035	-4.684	-0.023	0.004	-0.000
B.27.1	134	0.179	-0.005	-3.651	-0.023	0.003	-0.000
B.27.1	150	0.206	-0.031	-4.421	-0.023	0.004	-0.000
B.27.1	236	0.384	0.017	-10.588	-0.024	0.004	-0.000
B.27.1	252	0.380	0.004	-10.909	-0.024	0.004	-0.000
B.27.1	250	0.380	0.006	-10.863	-0.024	0.004	-0.000
B.27.1	285	0.365	-0.034	-12.030	-0.024	0.003	-0.000
B.27.1	287	0.362	-0.035	-12.225	-0.024	0.003	-0.000
B.27.1	218	0.379	0.031	-9.986	-0.024	0.004	-0.000
B.27.1	238	0.383	0.016	-10.634	-0.024	0.004	-0.000
B.27.1	244	0.381	0.010	-10.772	-0.024	0.004	-0.000
B.27.1	254	0.379	0.002	-10.954	-0.024	0.004	-0.000
B.27.1	293	0.356	-0.035	-12.605	-0.024	0.003	0.000
B.27.1	297	0.354	-0.033	-12.790	-0.024	0.003	0.000
B.27.1	240	0.383	0.014	-10.680	-0.024	0.004	-0.000
B.27.1	301	0.348	-0.026	-13.149	-0.024	0.003	0.000
B.27.1	222	0.388	0.026	-10.261	-0.024	0.004	-0.000
B.27.1	281	0.368	-0.031	-11.831	-0.024	0.003	-0.000
B.27.1	228	0.386	0.023	-10.402	-0.024	0.004	-0.000
B.27.1	234	0.384	0.019	-10.542	-0.024	0.004	-0.000
B.27.1	279	0.370	-0.026	-11.629	-0.024	0.003	-0.000
B.27.1	291	0.359	-0.036	-12.417	-0.024	0.003	-0.000
B.27.1	305	0.345	-0.021	-13.324	-0.024	0.003	0.000
B.27.1	307	0.343	-0.016	-13.496	-0.024	0.003	0.000
B.27.1	277	0.373	-0.019	-11.423	-0.024	0.003	-0.000
B.27.1	224	0.387	0.025	-10.308	-0.024	0.004	-0.000
B.27.1	232	0.385	0.020	-10.495	-0.024	0.004	-0.000
B.27.1	299	0.351	-0.029	-12.971	-0.024	0.003	0.000
B.27.1	273	0.376	-0.011	-11.213	-0.024	0.003	-0.000
B.27.1	311	0.340	-0.010	-13.665	-0.024	0.003	0.000
B.27.1	246	0.381	0.008	-10.818	-0.024	0.004	-0.000
B.27.1	226	0.386	0.024	-10.355	-0.024	0.004	-0.000
B.27.1	230	0.385	0.022	-10.449	-0.024	0.004	-0.000
B.27.1	242	0.382	0.012	-10.726	-0.024	0.004	-0.000
B.27.1	325	0.326	0.018	-14.486	-0.024	0.003	0.000
B.27.1	339	0.312	0.035	-15.246	-0.024	0.002	0.000
B.27.1	359	0.293	0.011	-16.165	-0.024	0.002	-0.000
B.27.1	378	0.290	-0.002	-16.305	-0.024	0.002	-0.000
B.27.1	398	0.285	-0.020	-16.500	-0.024	0.002	-0.000
B.27.1	402	0.283	-0.023	-16.542	-0.024	0.002	-0.000
B.27.1	380	0.289	-0.005	-16.327	-0.024	0.002	-0.000
B.27.1	404	0.283	-0.025	-16.563	-0.024	0.002	-0.000
B.27.1	319	0.332	0.007	-14.160	-0.024	0.003	0.000
B.27.1	394	0.286	-0.017	-16.458	-0.024	0.002	-0.000
B.27.1	406	0.282	-0.026	-16.583	-0.024	0.002	-0.000
B.27.1	327	0.323	0.023	-14.644	-0.024	0.003	0.000
B.27.1	316	0.334	0.001	-13.994	-0.024	0.003	0.000
B.27.1	333	0.318	0.031	-14.952	-0.024	0.002	0.000
B.27.1	355	0.296	0.019	-16.045	-0.024	0.002	-0.000
B.27.1	400	0.284	-0.022	-16.521	-0.024	0.002	-0.000
B.27.1	345	0.307	0.036	-15.527	-0.024	0.002	-0.000
B.27.1	353	0.299	0.026	-15.921	-0.024	0.002	-0.000
B.27.1	313	0.337	-0.005	-13.830	-0.024	0.003	0.000
B.27.1	382	0.289	-0.007	-16.349	-0.024	0.002	-0.000
B.27.1	390	0.287	-0.013	-16.415	-0.024	0.002	-0.000
B.27.1	349	0.301	0.031	-15.793	-0.024	0.002	-0.000
B.27.1	341	0.310	0.036	-15.388	-0.024	0.002	-0.000
B.27.1	384	0.288	-0.009	-16.371	-0.024	0.002	-0.000
B.27.1	388	0.288	-0.011	-16.393	-0.024	0.002	-0.000
B.27.1	335	0.315	0.034	-15.101	-0.024	0.002	0.000
B.27.1	392	0.286	-0.015	-16.437	-0.024	0.002	-0.000
B.27.1	396	0.285	-0.019	-16.479	-0.024	0.002	-0.000
B.27.1	321	0.329	0.013	-14.325	-0.024	0.003	0.000
B.27.1	331	0.321	0.027	-14.800	-0.024	0.003	0.000
B.27.1	347	0.304	0.034	-15.662	-0.024	0.002	-0.000
B.27.1	476	0.155	0.034	-18.399	-0.024	0.001	-0.000
B.27.1	482	0.149	0.031	-18.457	-0.024	0.001	-0.000
B.27.1	423	0.255	-0.035	-17.110	-0.024	0.002	0.000
B.27.1	484	0.146	0.028	-18.485	-0.024	0.001	-0.000
B.27.1	408	0.282	-0.027	-16.604	-0.024	0.002	-0.000
B.27.1	411	0.281	-0.028	-16.624	-0.024	0.002	-0.000
B.27.1	432	0.235	-0.022	-17.430	-0.024	0.001	0.000
B.27.1	435	0.229	-0.016	-17.528	-0.024	0.001	0.000
B.27.1	464	0.170	0.035	-18.237	-0.024	0.001	0.000
B.27.1	486	0.143	0.025	-18.511	-0.024	0.001	-0.000
B.27.1	420	0.261	-0.036	-16.994	-0.024	0.002	-0.000
B.27.1	468	0.164	0.036	-18.305	-0.024	0.001	-0.000
B.27.1	414	0.274	-0.033	-16.751	-0.024	0.002	-0.000
B.27.1	417	0.268	-0.036	-16.875	-0.024	0.002	-0.000
B.27.1	438	0.222	-0.010	-17.622	-0.024	0.001	0.000
B.27.1	450	0.196	0.018	-17.957	-0.024	0.001	0.000
B.27.1	462	0.174	0.034	-18.202	-0.024	0.001	0.000
B.27.1	472	0.161	0.036	-18.337	-0.024	0.001	-0.000
B.27.1	488	0.140	0.021	-18.536	-0.024	0.001	-0.000
B.27.1	492	0.136	0.017	-18.560	-0.024	0.001	-0.000
B.27.1	447	0.203	0.011	-17.879	-0.024	0.001	0.000
B.27.1	459	0.177	0.033	-18.166	-0.024	0.001	0.000
B.27.1	444	0.209	0.004	-17.798	-0.024	0.001	0.000
B.27.1	456	0.183	0.029	-18.100	-0.024	0.001	0.000
B.27.1	466	0.167	0.036	-18.272	-0.024	0.001	0.000
B.27.1	494	0.133	0.012	-18.582	-0.024	0.001	-0.000
B.27.1	478	0.152	0.033	-18.429	-0.024	0.001	-0.000
B.27.1	429	0.242	-0.027	-17.328	-0.024	0.001	0.000
B.27.1	441	0.216	-0.003	-17.712	-0.024	0.001	0.000
B.27.1	453	0.190	0.024	-18.030	-0.024	0.001	0.000
B.27.1	474	0.158	0.035	-18.369	-0.024	0.001	-0.000
B.27.1	426	0.248	-0.032	-17.221	-0.024	0.001	0.000
B.27.1	543	0.086	-0.035	-18.698	-0.024	0.000	0.000
B.27.1	581	0.032	0.027	-18.665	-0.024	-0.000	0.000
B.27.1	583	0.027	0.031	-18.657	-0.024	-0.000	0.000
B.27.1	587	0.023	0.034	-18.648	-0.024	-0.000	0.000
B.27.1	571	0.045	0.008	-18.686	-0.024	-0.000	0.000
B.27.1	541	0.089	-0.036	-18.698	-0.024	0.000	-0.000
B.27.1	589	0.018	0.036	-18.639	-0.024	-0.000	0.000
B.27.1	547	0.083	-0.035	-18.698	-0.024	0.000	0.000
B.27.1	593	0.013	0.036	-18.630	-0.024	-0.000	-0.000
B.27.1	496	0.130	0.006	-18.604	-0.024	0.001	-0.000
B.27.1	557	0.068	-0.025	-18.694	-0.024	0.000	0.000
B.27.1	521	0.117	-0.018	-18.660	-0.024	0.000	-0.000
B.27.1	553	0.072	-0.030	-18.691	-0.024	0.000	0.000
B.27.1	595	0.009	0.034	-18.622	-0.024	-0.000	-0.000
B.27.1	523	0.113	-0.023	-18.669	-0.024	0.000	-0.000
B.27.1	533	0.100	-0.034	-18.693	-0.024	0.000	-0.000
B.27.1	551	0.076	-0.032	-18.694	-0.024	0.000	0.000
B.27.1	527	0.110	-0.027	-18.677	-0.024	0.000	-0.000
B.27.1	563	0.059	-0.013	-18.696	-0.024	0.000	0.000
B.27.1	559	0.063	-0.019	-18.696	-0.024	0.000	0.000
B.27.1	565	0.054	-0.006	-18.694	-0.024	0.000	0.000
B.27.1	519	0.120	-0.013	-18.649	-0.024	0.000	-0.000
B.27.1	569	0.050	0.001	-18.691	-0.024	-0.000	0.000
B.27.1	575	0.041	0.015	-18.680	-0.024	-0.000	0.000
B.27.1	577	0.036	0.021	-18.673	-0.024	-0.000	0.000
B.27.1	531	0.103	-0.032	-18.688	-0.024	0.000	-0.000
B.27.1	537	0.096	-0.035	-18.695	-0.024	0.000	-0.000
B.27.1	539	0.093	-0.036	-18.697	-0.024	0.000	-0.000
B.27.1	549	0.079	-0.033	-18.696	-0.024	0.000	0.000
B.27.1	517	0.124	-0.007	-18.637	-0.024	0.000	-0.000
B.27.1	529	0.107	-0.030	-18.683	-0.024	0.000	-0.000
B.27.1	682	-0.053	-0.024	-18.708	-0.024	-0.000	0.000
B.27.1	686	-0.057	-0.019	-18.706	-0.024	-0.000	0.000
B.27.1	617	-0.004	0.014	-18.629	-0.024	0.000	-0.000
B.27.1	602	-0.000	0.023	-18.608	-0.024	0.000	-0.000
B.27.1	666	-0.029	-0.034	-18.693	-0.024	0.000	-0.000
B.27.1	668	-0.033	-0.036	-18.698	-0.024	0.000	-0.000
B.27.1	613	-0.003	0.017	-18.623	-0.024	0.000	-0.000
B.27.1	676	-0.045	-0.032	-18.708	-0.024	-0.000	0.000
B.27.1	619	-0.005	0.013	-18.632	-0.024	0.000	-0.000
B.27.1	680	-0.049	-0.028	-18.708	-0.024	-0.000	0.000
B.27.1	607	-0.001	0.020	-18.614	-0.024	0.000	-0.000
B.27.1	631	-0.008	0.004	-18.650	-0.024	0.000	-0.000
B.27.1	633	-0.009	0.002	-18.653	-0.024	0.000	-0.000
B.27.1	615	-0.004	0.016	-18.626	-0.024	0.000	-0.000
B.27.1	611	-0.002	0.018	-18.620	-0.024	0.000	-0.000
B.27.1	605	-0.001	0.022	-18.611	-0.024	0.000	-0.000
B.27.1	625	-0.007	0.008	-18.641	-0.024	0.000	-0.000
B.27.1	688	-0.061	-0.013	-18.703	-0.024	-0.000	0.000
B.27.1	692	-0.065	-0.007	-18.698	-0.024	-0.000	0.000
B.27.1	621	-0.005	0.011	-18.635	-0.024	0.000	-0.000
B.27.1	674	-0.041	-0.034	-18.706	-0.024	0.000	0.000
B.27.1	599	0.004	0.029	-18.615	-0.024	0.000	-0.000
B.27.1	672	-0.037	-0.036	-18.702	-0.024	0.000	0.000
B.27.1	627	-0.007	0.007	-18.644	-0.024	0.000	-0.000
B.27.1	629	-0.008	0.005	-18.647	-0.024	0.000	-0.000
B.27.1	623	-0.006	0.010	-18.638	-0.024	0.000	-0.000
B.27.1	609	-0.002	0.019	-18.617	-0.024	0.000	-0.000
B.27.1	654	-0.013	-0.011	-18.665	-0.024	0.000	-0.000
B.27.1	656	-0.017	-0.020	-18.673	-0.024	0.000	-0.000
B.27.1	662	-0.025	-0.031	-18.687	-0.024	0.000	-0.000
B.27.1	660	-0.021	-0.027	-18.680	-0.024	0.000	-0.000
B.27.1	759	-0.156	-0.003	-18.419	-0.024	-0.001	-0.000
B.27.1	720	-0.114	0.036	-18.637	-0.024	-0.000	0.000
B.27.1	734	-0.139	0.025	-18.532	-0.024	-0.001	-0.000
B.27.1	775	-0.166	-0.020	-18.317	-0.024	-0.001	-0.000
B.27.1	716	-0.108	0.034	-18.650	-0.024	-0.000	0.000
B.27.1	763	-0.159	-0.009	-18.391	-0.024	-0.001	-0.000
B.27.1	767	-0.162	-0.014	-18.362	-0.024	-0.001	-0.000
B.27.1	765	-0.160	-0.011	-18.377	-0.024	-0.001	-0.000
B.27.1	777	-0.167	-0.022	-18.301	-0.024	-0.001	-0.000
B.27.1	738	-0.149	0.010	-18.469	-0.024	-0.001	-0.000
B.27.1	761	-0.157	-0.006	-18.405	-0.024	-0.001	-0.000
B.27.1	698	-0.073	0.005	-18.685	-0.024	-0.000	0.000
B.27.1	728	-0.129	0.033	-18.583	-0.024	-0.000	-0.000
B.27.1	773	-0.164	-0.018	-18.332	-0.024	-0.001	-0.000
B.27.1	769	-0.163	-0.016	-18.347	-0.024	-0.001	-0.000
B.27.1	779	-0.169	-0.024	-18.285	-0.024	-0.001	-0.000
B.27.1	781	-0.170	-0.025	-18.269	-0.024	-0.001	-0.000
B.27.1	783	-0.171	-0.027	-18.253	-0.024	-0.001	-0.000
B.27.1	700	-0.078	0.010	-18.685	-0.024	-0.000	0.000
B.27.1	736	-0.144	0.018	-18.502	-0.024	-0.001	-0.000
B.27.1	724	-0.124	0.035	-18.603	-0.024	-0.000	-0.000
B.27.1	787	-0.174	-0.029	-18.220	-0.024	-0.001	-0.000
B.27.1	722	-0.119	0.036	-18.622	-0.024	-0.000	-0.000
B.27.1	785	-0.173	-0.028	-18.237	-0.024	-0.001	-0.000
B.27.1	714	-0.103	0.032	-18.661	-0.024	-0.000	0.000
B.27.1	702	-0.083	0.016	-18.683	-0.024	-0.000	0.000
B.27.1	694	-0.069	-0.001	-18.692	-0.024	-0.000	0.000
B.27.1	706	-0.088	0.020	-18.680	-0.024	-0.000	0.000
B.27.1	708	-0.093	0.025	-18.676	-0.024	-0.000	0.000
B.27.1	730	-0.134	0.030	-18.559	-0.024	-0.001	-0.000
B.27.1	710	-0.098	0.029	-18.669	-0.024	-0.000	0.000
B.27.1	853	-0.289	0.035	-16.352	-0.024	-0.002	-0.000
B.27.1	829	-0.256	0.015	-17.102	-0.024	-0.002	0.000
B.27.1	865	-0.296	0.027	-16.072	-0.024	-0.002	-0.000
B.27.1	813	-0.223	-0.019	-17.628	-0.024	-0.001	0.000
B.27.1	867	-0.298	0.024	-16.013	-0.024	-0.002	-0.000
B.27.1	869	-0.299	0.020	-15.953	-0.024	-0.002	-0.000
B.27.1	871	-0.301	0.016	-15.892	-0.024	-0.002	-0.000
B.27.1	847	-0.286	0.036	-16.458	-0.024	-0.002	-0.000
B.27.1	798	-0.190	-0.036	-18.047	-0.024	-0.001	-0.000
B.27.1	819	-0.236	-0.005	-17.430	-0.024	-0.001	0.000
B.27.1	843	-0.283	0.035	-16.560	-0.024	-0.002	0.000
B.27.1	875	-0.302	0.011	-15.830	-0.024	-0.002	-0.000
B.27.1	807	-0.210	-0.029	-17.808	-0.024	-0.001	0.000
B.27.1	810	-0.216	-0.024	-17.720	-0.024	-0.001	0.000
B.27.1	801	-0.197	-0.035	-17.972	-0.024	-0.001	0.000
B.27.1	845	-0.285	0.036	-16.509	-0.024	-0.002	0.000
B.27.1	792	-0.177	-0.031	-18.186	-0.024	-0.001	-0.000
B.27.1	840	-0.282	0.034	-16.611	-0.024	-0.002	0.000
B.27.1	789	-0.176	-0.030	-18.203	-0.024	-0.001	-0.000
B.27.1	857	-0.292	0.033	-16.243	-0.024	-0.002	-0.000
B.27.1	859	-0.293	0.032	-16.187	-0.024	-0.002	-0.000
B.27.1	823	-0.243	0.002	-17.325	-0.024	-0.001	0.000
B.27.1	831	-0.262	0.021	-16.985	-0.024	-0.002	0.000
B.27.1	837	-0.275	0.031	-16.739	-0.024	-0.002	0.000
B.27.1	861	-0.295	0.029	-16.130	-0.024	-0.002	-0.000
B.27.1	795	-0.184	-0.035	-18.119	-0.024	-0.001	-0.000
B.27.1	825	-0.249	0.009	-17.216	-0.024	-0.001	0.000
B.27.1	849	-0.288	0.036	-16.405	-0.024	-0.002	-0.000
B.27.1	804	-0.203	-0.033	-17.892	-0.024	-0.001	0.000
